start	end	weight	direction
1839	2066	1	1
2069	1956	1	1
2069	2066	1	1
3084	2065	1	1
3084	2066	1	1
9542	2065	1	1
9542	2066	1	1
10718	2066	1	1
145957	2066	1	1
1956	6714	1	1
1956	2885	1	1
2064	2885	1	1
2065	2885	1	1
2065	23533	1	1
2065	5290	1	1
2065	5291	1	1
2065	5293	1	1
2065	5294	1	1
2065	5295	1	1
2065	5296	1	1
2065	8503	1	1
2066	2885	1	1
2066	23533	1	1
2066	5290	1	1
2066	5291	1	1
2066	5293	1	1
2066	5294	1	1
2066	5295	1	1
2066	5296	1	1
2066	8503	1	1
2064	23533	1	1
2064	5290	1	1
2064	5291	1	1
2064	5293	1	1
2064	5294	1	1
2064	5295	1	1
2064	5296	1	1
2064	8503	1	1
1398	25	1	1
1398	27	1	1
1399	25	1	1
1399	27	1	1
4690	10298	1	1
4690	5058	1	1
4690	5062	1	1
4690	5063	1	1
4690	56924	1	1
4690	57144	1	1
8440	10298	1	1
8440	5058	1	1
8440	5062	1	1
8440	5063	1	1
8440	56924	1	1
8440	57144	1	1
25759	2885	1	1
399694	2885	1	1
53358	2885	1	1
6464	2885	1	1
2885	6654	1	1
2885	6655	1	1
3265	369	1	1
3845	369	1	1
4893	369	1	1
2885	2549	1	1
2549	23533	1	1
2549	5290	1	1
2549	5291	1	1
2549	5293	1	1
2549	5294	1	1
2549	5295	1	1
2549	5296	1	1
2549	8503	1	1
1128	2774	1	1
1128	2778	1	1
1131	2774	1	1
1131	2778	1	1
1133	2774	1	1
1133	2778	1	1
135	2774	1	1
135	2778	1	1
136	2774	1	1
136	2778	1	1
153	2774	1	1
153	2778	1	1
154	2774	1	1
154	2778	1	1
155	2774	1	1
155	2778	1	1
1812	2774	1	1
1812	2778	1	1
1816	2774	1	1
1816	2778	1	1
3274	2774	1	1
3274	2778	1	1
3360	2774	1	1
3360	2778	1	1
3361	2774	1	1
3361	2778	1	1
3362	2774	1	1
3362	2778	1	1
3363	2774	1	1
3363	2778	1	1
2774	107	1	1
2774	108	1	1
2774	109	1	1
2774	113	1	1
2774	114	1	1
2774	115	1	1
2774	196883	1	1
2778	107	1	1
2778	108	1	1
2778	109	1	1
2778	113	1	1
2778	114	1	1
2778	115	1	1
2778	196883	1	1
2064	5335	1	1
2064	5336	1	1
2065	5335	1	1
2065	5336	1	1
2066	5335	1	1
2066	5336	1	1
5156	5335	1	1
5156	5336	1	1
5159	5335	1	1
5159	5336	1	1
163688	4638	1	1
163688	85366	1	1
163688	91807	1	1
51806	4638	1	1
51806	85366	1	1
51806	91807	1	1
801	4638	1	1
801	85366	1	1
801	91807	1	1
805	4638	1	1
805	85366	1	1
805	91807	1	1
808	4638	1	1
808	85366	1	1
808	91807	1	1
810	4638	1	1
810	85366	1	1
810	91807	1	1
10800	2767	1	1
10800	2769	1	1
10800	2776	1	1
10800	9630	1	1
1128	2767	1	1
1128	2769	1	1
1128	2776	1	1
1128	9630	1	1
1129	2767	1	1
1129	2769	1	1
1129	2776	1	1
1129	9630	1	1
1131	2767	1	1
1131	2769	1	1
1131	2776	1	1
1131	9630	1	1
146	2767	1	1
146	2769	1	1
146	2776	1	1
146	9630	1	1
147	2767	1	1
147	2769	1	1
147	2776	1	1
147	9630	1	1
148	2767	1	1
148	2769	1	1
148	2776	1	1
148	9630	1	1
185	2767	1	1
185	2769	1	1
185	2776	1	1
185	9630	1	1
1909	2767	1	1
1909	2769	1	1
1909	2776	1	1
1909	9630	1	1
1910	2767	1	1
1910	2769	1	1
1910	2776	1	1
1910	9630	1	1
2149	2767	1	1
2149	2769	1	1
2149	2776	1	1
2149	9630	1	1
2911	2767	1	1
2911	2769	1	1
2911	2776	1	1
2911	9630	1	1
2915	2767	1	1
2915	2769	1	1
2915	2776	1	1
2915	9630	1	1
2925	2767	1	1
2925	2769	1	1
2925	2776	1	1
2925	9630	1	1
3269	2767	1	1
3269	2769	1	1
3269	2776	1	1
3269	9630	1	1
3356	2767	1	1
3356	2769	1	1
3356	2776	1	1
3356	9630	1	1
3357	2767	1	1
3357	2769	1	1
3357	2776	1	1
3357	9630	1	1
3358	2767	1	1
3358	2769	1	1
3358	2776	1	1
3358	9630	1	1
3973	2767	1	1
3973	2769	1	1
3973	2776	1	1
3973	9630	1	1
4923	2767	1	1
4923	2769	1	1
4923	2776	1	1
4923	9630	1	1
5021	2767	1	1
5021	2769	1	1
5021	2776	1	1
5021	9630	1	1
552	2767	1	1
552	2769	1	1
552	2776	1	1
552	9630	1	1
553	2767	1	1
553	2769	1	1
553	2776	1	1
553	9630	1	1
56413	2767	1	1
56413	2769	1	1
56413	2776	1	1
56413	9630	1	1
57105	2767	1	1
57105	2769	1	1
57105	2776	1	1
57105	9630	1	1
5724	2767	1	1
5724	2769	1	1
5724	2776	1	1
5724	9630	1	1
5731	2767	1	1
5731	2769	1	1
5731	2776	1	1
5731	9630	1	1
5733	2767	1	1
5733	2769	1	1
5733	2776	1	1
5733	9630	1	1
5737	2767	1	1
5737	2769	1	1
5737	2776	1	1
5737	9630	1	1
623	2767	1	1
623	2769	1	1
623	2776	1	1
623	9630	1	1
624	2767	1	1
624	2769	1	1
624	2776	1	1
624	9630	1	1
6865	2767	1	1
6865	2769	1	1
6865	2776	1	1
6865	9630	1	1
6869	2767	1	1
6869	2769	1	1
6869	2776	1	1
6869	9630	1	1
6870	2767	1	1
6870	2769	1	1
6870	2776	1	1
6870	9630	1	1
6915	2767	1	1
6915	2769	1	1
6915	2776	1	1
6915	9630	1	1
7201	2767	1	1
7201	2769	1	1
7201	2776	1	1
7201	9630	1	1
886	2767	1	1
886	2769	1	1
886	2776	1	1
886	9630	1	1
887	2767	1	1
887	2769	1	1
887	2776	1	1
887	9630	1	1
2767	23236	1	1
2767	5330	1	1
2767	5331	1	1
2767	5332	1	1
2769	23236	1	1
2769	5330	1	1
2769	5331	1	1
2769	5332	1	1
2776	23236	1	1
2776	5330	1	1
2776	5331	1	1
2776	5332	1	1
9630	23236	1	1
9630	5330	1	1
9630	5331	1	1
9630	5332	1	1
163688	5136	1	1
163688	5137	1	1
163688	5153	1	1
51806	5136	1	1
51806	5137	1	1
51806	5153	1	1
801	5136	1	1
801	5137	1	1
801	5153	1	1
805	5136	1	1
805	5137	1	1
805	5153	1	1
808	5136	1	1
808	5137	1	1
808	5153	1	1
810	5136	1	1
810	5137	1	1
810	5153	1	1
163688	107	1	1
163688	109	1	1
163688	114	1	1
51806	107	1	1
51806	109	1	1
51806	114	1	1
801	107	1	1
801	109	1	1
801	114	1	1
805	107	1	1
805	109	1	1
805	114	1	1
808	107	1	1
808	109	1	1
808	114	1	1
810	107	1	1
810	109	1	1
810	114	1	1
2919	3579	1	1
2920	3579	1	1
2921	3579	1	1
6374	3579	1	1
5473	3579	1	1
728045	3579	1	1
6372	3579	1	1
3576	3579	1	1
6372	3577	1	1
3576	3577	1	1
4283	2833	1	1
3627	2833	1	1
6373	2833	1	1
6387	7852	1	1
10563	643	1	1
58191	10663	1	1
6375	2829	1	1
6846	2829	1	1
6376	1524	1	1
6346	1237	1	1
6364	1235	1	1
6370	10803	1	1
6361	1233	1	1
6367	1233	1	1
6363	1236	1	1
6366	1236	1	1
6347	1231	1	1
6347	729230	1	1
6351	1234	1	1
6348	1234	1	1
6357	1231	1	1
6357	729230	1	1
6357	1232	1	1
6354	1231	1	1
6354	729230	1	1
6354	1230	1	1
6352	1234	1	1
6352	1230	1	1
6352	1232	1	1
6358	1230	1	1
6360	1230	1	1
6368	1230	1	1
6359	1230	1	1
6359	1232	1	1
6355	1232	1	1
6356	1232	1	1
6369	1232	1	1
10344	1232	1	1
56477	1232	1	1
56477	2826	1	1
10850	2826	1	1
3569	3572	1	1
3569	3570	1	1
3589	3572	1	1
3589	3590	1	1
5008	3572	1	1
5008	3977	1	1
5008	9180	1	1
3976	3977	1	1
3976	3572	1	1
1270	3977	1	1
1270	3572	1	1
1270	1271	1	1
23529	3977	1	1
23529	3572	1	1
23529	1271	1	1
1489	3977	1	1
1489	3572	1	1
1440	1441	1	1
3952	3953	1	1
3565	3597	1	1
3565	3566	1	1
3596	3597	1	1
3596	3566	1	1
3592	3595	1	1
3592	3594	1	1
3593	3595	1	1
3593	3594	1	1
51561	3594	1	1
51561	149233	1	1
1437	1439	1	1
1437	1438	1	1
3562	1439	1	1
3562	3563	1	1
3567	1439	1	1
3567	3568	1	1
3558	3561	1	1
3558	3560	1	1
3558	3559	1	1
3565	3561	1	1
3574	3561	1	1
3574	3575	1	1
3578	3561	1	1
3578	3581	1	1
3600	3561	1	1
3600	3560	1	1
3600	3601	1	1
59067	3561	1	1
59067	50615	1	1
85480	64109	1	1
85480	3575	1	1
2056	2057	1	1
2688	2690	1	1
2689	2690	1	1
5617	5618	1	1
7173	4352	1	1
56034	5156	1	1
80301	5159	1	1
7423	2321	1	1
7422	2321	1	1
7422	3791	1	1
2277	3791	1	1
7424	3791	1	1
2277	2324	1	1
7424	2324	1	1
3082	4233	1	1
1435	1436	1	1
4254	3815	1	1
2323	2322	1	1
3439	3455	1	1
3439	3454	1	1
3440	3455	1	1
3440	3454	1	1
3441	3455	1	1
3441	3454	1	1
3442	3455	1	1
3442	3454	1	1
3443	3455	1	1
3443	3454	1	1
3444	3455	1	1
3444	3454	1	1
3445	3455	1	1
3445	3454	1	1
3446	3455	1	1
3446	3454	1	1
3447	3455	1	1
3447	3454	1	1
3448	3455	1	1
3448	3454	1	1
3449	3455	1	1
3449	3454	1	1
3451	3455	1	1
3451	3454	1	1
3452	3455	1	1
3452	3454	1	1
3456	3455	1	1
3456	3454	1	1
3467	3455	1	1
3467	3454	1	1
56832	3455	1	1
56832	3454	1	1
338376	3455	1	1
338376	3454	1	1
3458	3460	1	1
3458	3459	1	1
3586	3588	1	1
3586	3587	1	1
29949	53832	1	1
50604	53832	1	1
50604	58985	1	1
11009	53832	1	1
11009	58985	1	1
50616	3588	1	1
50616	58985	1	1
50616	116379	1	1
282616	3588	1	1
282616	163702	1	1
282617	3588	1	1
282617	163702	1	1
282618	3588	1	1
282618	163702	1	1
8743	8797	1	1
8743	8795	1	1
8743	8794	1	1
8743	8793	1	1
8743	4982	1	1
8600	4982	1	1
8600	8792	1	1
8742	51330	1	1
7124	7133	1	1
4049	7133	1	1
4049	7132	1	1
4049	4055	1	1
4049	8764	1	1
4050	4055	1	1
8740	4055	1	1
8740	8764	1	1
8740	8771	1	1
356	8771	1	1
959	958	1	1
970	939	1	1
944	943	1	1
8744	3604	1	1
7292	7293	1	1
8995	8784	1	1
8741	608	1	1
8741	23495	1	1
10673	608	1	1
10673	23495	1	1
10673	115650	1	1
1896	10913	1	1
1896	60401	1	1
3624	90	1	1
3624	94	1	1
3624	92	1	1
3624	93	1	1
3624	91	1	1
3625	90	1	1
3625	94	1	1
3625	92	1	1
3625	93	1	1
3625	91	1	1
3626	90	1	1
3626	94	1	1
3626	92	1	1
3626	93	1	1
3626	91	1	1
83729	90	1	1
83729	94	1	1
83729	92	1	1
83729	93	1	1
83729	91	1	1
268	90	1	1
268	94	1	1
268	269	1	1
650	90	1	1
650	94	1	1
650	659	1	1
650	658	1	1
650	657	1	1
655	658	1	1
655	92	1	1
655	93	1	1
8200	657	1	1
8200	92	1	1
8200	93	1	1
3605	23765	1	1
27190	55540	1	1
64806	55540	1	1
3552	3556	1	1
3553	3556	1	1
3606	8807	1	1
3606	8809	1	1
3706	163688	1	1
3706	51806	1	1
3706	801	1	1
3706	805	1	1
3706	808	1	1
3706	810	1	1
3707	163688	1	1
3707	51806	1	1
3707	801	1	1
3707	805	1	1
3707	808	1	1
3707	810	1	1
1511	2149	1	1
1511	2150	1	1
1511	2151	1	1
1511	56288	1	1
1511	9002	1	1
2147	2149	1	1
2147	2150	1	1
2147	2151	1	1
2147	56288	1	1
2147	9002	1	1
3001	2149	1	1
3001	2150	1	1
3001	2151	1	1
3001	56288	1	1
3001	9002	1	1
5340	2149	1	1
5340	2150	1	1
5340	2151	1	1
5340	56288	1	1
5340	9002	1	1
5644	2149	1	1
5644	2150	1	1
5644	2151	1	1
5644	56288	1	1
5644	9002	1	1
5645	2149	1	1
5645	2150	1	1
5645	2151	1	1
5645	56288	1	1
5645	9002	1	1
5646	2149	1	1
5646	2150	1	1
5646	2151	1	1
5646	56288	1	1
5646	9002	1	1
1081	2492	1	1
2488	2492	1	1
1081	3973	1	1
3972	3973	1	1
1081	7253	1	1
7252	7253	1	1
1442	2690	1	1
10912	5111	1	1
1647	5111	1	1
4616	5111	1	1
1387	7157	1	1
2033	7157	1	1
5591	7157	1	1
731751	7157	1	1
699	701	1	1
699	10459	1	1
699	4085	1	1
699	8379	1	1
9184	701	1	1
9184	10459	1	1
9184	4085	1	1
9184	8379	1	1
100131844	100131844	1	1
100131844	10393	1	1
100131844	246184	1	1
100131844	29882	1	1
100131844	29945	1	1
100131844	51433	1	1
100131844	51434	1	1
100131844	51529	1	1
100131844	64682	1	1
100131844	650621	1	1
100131844	729948	1	1
100131844	730314	1	1
100131844	8697	1	1
100131844	8881	1	1
100131844	996	1	1
100131844	51343	1	1
10393	100131844	1	1
10393	10393	1	1
10393	246184	1	1
10393	29882	1	1
10393	29945	1	1
10393	51433	1	1
10393	51434	1	1
10393	51529	1	1
10393	64682	1	1
10393	650621	1	1
10393	729948	1	1
10393	730314	1	1
10393	8697	1	1
10393	8881	1	1
10393	996	1	1
10393	51343	1	1
246184	100131844	1	1
246184	10393	1	1
246184	246184	1	1
246184	29882	1	1
246184	29945	1	1
246184	51433	1	1
246184	51434	1	1
246184	51529	1	1
246184	64682	1	1
246184	650621	1	1
246184	729948	1	1
246184	730314	1	1
246184	8697	1	1
246184	8881	1	1
246184	996	1	1
246184	51343	1	1
29882	100131844	1	1
29882	10393	1	1
29882	246184	1	1
29882	29882	1	1
29882	29945	1	1
29882	51433	1	1
29882	51434	1	1
29882	51529	1	1
29882	64682	1	1
29882	650621	1	1
29882	729948	1	1
29882	730314	1	1
29882	8697	1	1
29882	8881	1	1
29882	996	1	1
29882	51343	1	1
29945	100131844	1	1
29945	10393	1	1
29945	246184	1	1
29945	29882	1	1
29945	29945	1	1
29945	51433	1	1
29945	51434	1	1
29945	51529	1	1
29945	64682	1	1
29945	650621	1	1
29945	729948	1	1
29945	730314	1	1
29945	8697	1	1
29945	8881	1	1
29945	996	1	1
29945	51343	1	1
51433	100131844	1	1
51433	10393	1	1
51433	246184	1	1
51433	29882	1	1
51433	29945	1	1
51433	51433	1	1
51433	51434	1	1
51433	51529	1	1
51433	64682	1	1
51433	650621	1	1
51433	729948	1	1
51433	730314	1	1
51433	8697	1	1
51433	8881	1	1
51433	996	1	1
51433	51343	1	1
51434	100131844	1	1
51434	10393	1	1
51434	246184	1	1
51434	29882	1	1
51434	29945	1	1
51434	51433	1	1
51434	51434	1	1
51434	51529	1	1
51434	64682	1	1
51434	650621	1	1
51434	729948	1	1
51434	730314	1	1
51434	8697	1	1
51434	8881	1	1
51434	996	1	1
51434	51343	1	1
51529	100131844	1	1
51529	10393	1	1
51529	246184	1	1
51529	29882	1	1
51529	29945	1	1
51529	51433	1	1
51529	51434	1	1
51529	51529	1	1
51529	64682	1	1
51529	650621	1	1
51529	729948	1	1
51529	730314	1	1
51529	8697	1	1
51529	8881	1	1
51529	996	1	1
51529	51343	1	1
64682	100131844	1	1
64682	10393	1	1
64682	246184	1	1
64682	29882	1	1
64682	29945	1	1
64682	51433	1	1
64682	51434	1	1
64682	51529	1	1
64682	64682	1	1
64682	650621	1	1
64682	729948	1	1
64682	730314	1	1
64682	8697	1	1
64682	8881	1	1
64682	996	1	1
64682	51343	1	1
650621	100131844	1	1
650621	10393	1	1
650621	246184	1	1
650621	29882	1	1
650621	29945	1	1
650621	51433	1	1
650621	51434	1	1
650621	51529	1	1
650621	64682	1	1
650621	650621	1	1
650621	729948	1	1
650621	730314	1	1
650621	8697	1	1
650621	8881	1	1
650621	996	1	1
650621	51343	1	1
729948	100131844	1	1
729948	10393	1	1
729948	246184	1	1
729948	29882	1	1
729948	29945	1	1
729948	51433	1	1
729948	51434	1	1
729948	51529	1	1
729948	64682	1	1
729948	650621	1	1
729948	729948	1	1
729948	730314	1	1
729948	8697	1	1
729948	8881	1	1
729948	996	1	1
729948	51343	1	1
730314	100131844	1	1
730314	10393	1	1
730314	246184	1	1
730314	29882	1	1
730314	29945	1	1
730314	51433	1	1
730314	51434	1	1
730314	51529	1	1
730314	64682	1	1
730314	650621	1	1
730314	729948	1	1
730314	730314	1	1
730314	8697	1	1
730314	8881	1	1
730314	996	1	1
730314	51343	1	1
8697	100131844	1	1
8697	10393	1	1
8697	246184	1	1
8697	29882	1	1
8697	29945	1	1
8697	51433	1	1
8697	51434	1	1
8697	51529	1	1
8697	64682	1	1
8697	650621	1	1
8697	729948	1	1
8697	730314	1	1
8697	8697	1	1
8697	8881	1	1
8697	996	1	1
8697	51343	1	1
8881	100131844	1	1
8881	10393	1	1
8881	246184	1	1
8881	29882	1	1
8881	29945	1	1
8881	51433	1	1
8881	51434	1	1
8881	51529	1	1
8881	64682	1	1
8881	650621	1	1
8881	729948	1	1
8881	730314	1	1
8881	8697	1	1
8881	8881	1	1
8881	996	1	1
8881	51343	1	1
996	100131844	1	1
996	10393	1	1
996	246184	1	1
996	29882	1	1
996	29945	1	1
996	51433	1	1
996	51434	1	1
996	51529	1	1
996	64682	1	1
996	650621	1	1
996	729948	1	1
996	730314	1	1
996	8697	1	1
996	8881	1	1
996	996	1	1
996	51343	1	1
991	100131844	1	1
991	10393	1	1
991	246184	1	1
991	29882	1	1
991	29945	1	1
991	51433	1	1
991	51434	1	1
991	51529	1	1
991	64682	1	1
991	650621	1	1
991	729948	1	1
991	730314	1	1
991	8697	1	1
991	8881	1	1
991	996	1	1
991	51343	1	1
4194	4193	1	1
7157	4193	1	1
54205	842	1	1
317	842	1	1
842	836	1	1
841	836	1	1
6843	6616	1	1
6843	8773	1	1
6843	112755	1	1
6843	2054	1	1
6843	6804	1	1
6843	6809	1	1
6843	6810	1	1
6844	6616	1	1
6844	8773	1	1
6844	112755	1	1
6844	2054	1	1
6844	6804	1	1
6844	6809	1	1
6844	6810	1	1
9341	6616	1	1
9341	8773	1	1
9341	112755	1	1
9341	2054	1	1
9341	6804	1	1
9341	6809	1	1
9341	6810	1	1
8674	6616	1	1
8674	8773	1	1
8674	112755	1	1
8674	2054	1	1
8674	6804	1	1
8674	6809	1	1
8674	6810	1	1
8674	10490	1	1
8674	143187	1	1
8674	10228	1	1
8674	8677	1	1
8674	8675	1	1
10652	10490	1	1
10652	143187	1	1
10652	9482	1	1
10652	203062	1	1
10652	23673	1	1
10652	8417	1	1
10282	9554	1	1
10282	9570	1	1
10282	6811	1	1
51272	9554	1	1
51272	9570	1	1
51272	6811	1	1
9554	662	1	1
9554	55850	1	1
9554	53407	1	1
9140	10533	1	1
11337	10533	1	1
11345	10533	1	1
23710	10533	1	1
10533	10533	1	1
10533	64422	1	1
6009	2475	1	1
355	8772	1	1
8793	8772	1	1
8794	8772	1	1
8795	8772	1	1
8797	8772	1	1
7132	8772	1	1
7132	8717	1	1
7132	8737	1	1
3554	8772	1	1
3554	8717	1	1
3556	8772	1	1
3556	8717	1	1
3554	11213	1	1
3554	3654	1	1
3554	3656	1	1
3554	51135	1	1
3554	4615	1	1
3556	11213	1	1
3556	3654	1	1
3556	3656	1	1
3556	51135	1	1
3556	4615	1	1
8772	843	1	1
8772	841	1	1
843	836	1	1
841	840	1	1
8737	9020	1	1
7186	9020	1	1
842	840	1	1
836	839	1	1
836	1676	1	1
840	1676	1	1
841	637	1	1
64840	51384	1	1
64840	54361	1	1
64840	7471	1	1
64840	7472	1	1
64840	7473	1	1
64840	7474	1	1
64840	7475	1	1
64840	7476	1	1
64840	7477	1	1
64840	7478	1	1
64840	7479	1	1
64840	7480	1	1
64840	7481	1	1
64840	7482	1	1
64840	7483	1	1
64840	7484	1	1
64840	80326	1	1
64840	81029	1	1
64840	89780	1	1
51384	11211	1	1
51384	2535	1	1
51384	7855	1	1
51384	7976	1	1
51384	8321	1	1
51384	8322	1	1
51384	8323	1	1
51384	8324	1	1
51384	8325	1	1
51384	8326	1	1
54361	11211	1	1
54361	2535	1	1
54361	7855	1	1
54361	7976	1	1
54361	8321	1	1
54361	8322	1	1
54361	8323	1	1
54361	8324	1	1
54361	8325	1	1
54361	8326	1	1
7471	11211	1	1
7471	2535	1	1
7471	7855	1	1
7471	7976	1	1
7471	8321	1	1
7471	8322	1	1
7471	8323	1	1
7471	8324	1	1
7471	8325	1	1
7471	8326	1	1
7472	11211	1	1
7472	2535	1	1
7472	7855	1	1
7472	7976	1	1
7472	8321	1	1
7472	8322	1	1
7472	8323	1	1
7472	8324	1	1
7472	8325	1	1
7472	8326	1	1
7473	11211	1	1
7473	2535	1	1
7473	7855	1	1
7473	7976	1	1
7473	8321	1	1
7473	8322	1	1
7473	8323	1	1
7473	8324	1	1
7473	8325	1	1
7473	8326	1	1
7474	11211	1	1
7474	2535	1	1
7474	7855	1	1
7474	7976	1	1
7474	8321	1	1
7474	8322	1	1
7474	8323	1	1
7474	8324	1	1
7474	8325	1	1
7474	8326	1	1
7475	11211	1	1
7475	2535	1	1
7475	7855	1	1
7475	7976	1	1
7475	8321	1	1
7475	8322	1	1
7475	8323	1	1
7475	8324	1	1
7475	8325	1	1
7475	8326	1	1
7476	11211	1	1
7476	2535	1	1
7476	7855	1	1
7476	7976	1	1
7476	8321	1	1
7476	8322	1	1
7476	8323	1	1
7476	8324	1	1
7476	8325	1	1
7476	8326	1	1
7477	11211	1	1
7477	2535	1	1
7477	7855	1	1
7477	7976	1	1
7477	8321	1	1
7477	8322	1	1
7477	8323	1	1
7477	8324	1	1
7477	8325	1	1
7477	8326	1	1
7478	11211	1	1
7478	2535	1	1
7478	7855	1	1
7478	7976	1	1
7478	8321	1	1
7478	8322	1	1
7478	8323	1	1
7478	8324	1	1
7478	8325	1	1
7478	8326	1	1
7479	11211	1	1
7479	2535	1	1
7479	7855	1	1
7479	7976	1	1
7479	8321	1	1
7479	8322	1	1
7479	8323	1	1
7479	8324	1	1
7479	8325	1	1
7479	8326	1	1
7480	11211	1	1
7480	2535	1	1
7480	7855	1	1
7480	7976	1	1
7480	8321	1	1
7480	8322	1	1
7480	8323	1	1
7480	8324	1	1
7480	8325	1	1
7480	8326	1	1
7481	11211	1	1
7481	2535	1	1
7481	7855	1	1
7481	7976	1	1
7481	8321	1	1
7481	8322	1	1
7481	8323	1	1
7481	8324	1	1
7481	8325	1	1
7481	8326	1	1
7482	11211	1	1
7482	2535	1	1
7482	7855	1	1
7482	7976	1	1
7482	8321	1	1
7482	8322	1	1
7482	8323	1	1
7482	8324	1	1
7482	8325	1	1
7482	8326	1	1
7483	11211	1	1
7483	2535	1	1
7483	7855	1	1
7483	7976	1	1
7483	8321	1	1
7483	8322	1	1
7483	8323	1	1
7483	8324	1	1
7483	8325	1	1
7483	8326	1	1
7484	11211	1	1
7484	2535	1	1
7484	7855	1	1
7484	7976	1	1
7484	8321	1	1
7484	8322	1	1
7484	8323	1	1
7484	8324	1	1
7484	8325	1	1
7484	8326	1	1
80326	11211	1	1
80326	2535	1	1
